"","species","decimalLatitude","decimalLongitude","family","year","month","day","recordedBy","identifiedBy","sex","stateProvince","locality","coordinatePrecision","uid"
"83911","Bombus terrestris",39.45157563,-8.91048804,NA,2016,4,18,"francisco100","francisco100",NA,NA,"Portugal - Alcobertas",25,"55_inaturalist_8391"
"83931","Xylocopa violacea",39.46147841,-8.7526064,NA,2016,4,8,"francisco100","francisco100",NA,NA,"Portugal - Abrã",25,"55_inaturalist_8393"
"83941","Bombus terrestris",39.1709754638,-8.9610162377,NA,2016,3,29,"francisco100","francisco100",NA,NA,"Portugal - Alcoentre",10,"55_inaturalist_8394"
"83971","Bombus terrestris",39.1982404255,-8.9919394255,NA,2016,3,29,"francisco100","francisco100",NA,NA,"Portugal - Alcoentre",10,"55_inaturalist_8397"
"83991","Bombus terrestris",39.1981742996,-8.9924544096,NA,2016,3,29,"francisco100","francisco100",NA,NA,"Portugal - Alcoentre",10,"55_inaturalist_8399"
"84001","Xylocopa cantabrita",40.14820737,-8.2409893,NA,2016,3,23,"francisco100","francisco100",NA,NA,"Portugal - Lousã",10,"55_inaturalist_8400"
"84011","Bombus terrestris",40.153675102,-8.2379101217,NA,2016,3,22,"francisco100","francisco100",NA,NA,"Portugal - Casal de Ermio",10,"55_inaturalist_8401"
"84021","Bombus terrestris",40.1513273267,-8.2340222597,NA,2016,3,22,"francisco100","francisco100",NA,NA,"Portugal - Vilarinho",10,"55_inaturalist_8402"
"84031","Bombus terrestris",40.153352441,-8.2371979952,NA,2016,3,22,"francisco100","francisco100",NA,NA,"Portugal - Casal de Ermio",10,"55_inaturalist_8403"
"84061","Bombus pascuorum",39.1961111768,-9.0398302674,NA,2016,3,20,"francisco100","francisco100",NA,NA,"Portugal - Lamas",10,"55_inaturalist_8406"
"84071","Apis mellifera",39.2033623363,-9.0310996771,NA,2016,3,12,"francisco100","francisco100",NA,NA,"Portugal - Lamas",10,"55_inaturalist_8407"
"84091","Bombus terrestris",39.2033623363,-9.0310996771,NA,2016,3,12,"francisco100","francisco100",NA,NA,"Portugal - Lamas",10,"55_inaturalist_8409"
"84101","Bombus ruderatus",39.532482236,-8.6390197277,NA,2016,3,3,"francisco100","francisco100",NA,NA,"Portugal - Pedrógão",10,"55_inaturalist_8410"
"84111","Apis mellifera",39.46015438,-8.75118005,NA,2016,2,24,"francisco100","francisco100",NA,NA,"Portugal - Abrã",25,"55_inaturalist_8411"
"84121","Xylocopa violacea",39.33419289,-8.94139974,NA,2016,2,22,"francisco100","francisco100",NA,NA,"Portugal - Rio Maior",25,"55_inaturalist_8412"
"84131","Bombus terrestris",39.20231225,-9.06113496,NA,2016,2,21,"francisco100","francisco100",NA,NA,"Portugal - Lamas",25,"55_inaturalist_8413"
"84151","Apis mellifera",39.1805651022,-8.6234280467,NA,2016,1,26,"francisco100","francisco100",NA,NA,"Portugal - Almeirim",10,"55_inaturalist_8415"
"84161","Apis mellifera",39.5551852492,-8.826366663,NA,2015,12,10,"francisco100","francisco100",NA,NA,"Portugal - Serro Ventoso",10,"55_inaturalist_8416"
"84171","Apis mellifera",39.4172196466,-8.9199502766,NA,2015,12,10,"francisco100","francisco100",NA,NA,"Portugal - Alcobertas",10,"55_inaturalist_8417"
"84181","Anthophora atroalba",39.4600890039,-8.7510971725,NA,2015,12,5,"francisco100","francisco100",NA,NA,"Portugal - Abrã",10,"55_inaturalist_8418"
"84201","Xylocopa violacea",39.2713844206,-7.36822986,NA,2012,7,19,"francisco100","francisco100",NA,NA,"Portugal - Reguengo",10,"55_inaturalist_8420"
"84251","Bombus terrestris",39.5316875996,-8.8718818818,NA,2012,4,26,"francisco100","francisco100",NA,NA,"Portugal - Arrimal",10,"55_inaturalist_8425"
"84261","Apis mellifera",39.4611826672,-8.7529823944,NA,2012,4,24,"francisco100","francisco100",NA,NA,"Portugal - Abrã",10,"55_inaturalist_8426"
"84271","Bombus terrestris",39.4604330286,-8.7519577906,NA,2012,4,24,"francisco100","francisco100",NA,NA,"Portugal - Abrã",10,"55_inaturalist_8427"
"84281","Bombus terrestris",39.460389541,-8.7520007059,NA,2012,4,20,"francisco100","francisco100",NA,NA,"Portugal - Abrã",10,"55_inaturalist_8428"
"84291","Apis mellifera",39.4857966468,-8.8430665431,NA,2012,4,19,"francisco100","francisco100",NA,NA,"Portugal - Mendiga",10,"55_inaturalist_8429"
"84301","Apis mellifera",39.4276684813,-8.9108325974,NA,2012,4,19,"francisco100","francisco100",NA,NA,"Portugal - Alcobertas",10,"55_inaturalist_8430"
"84311","Apis mellifera",39.5283684655,-8.73654802,NA,2012,4,19,"francisco100","francisco100",NA,NA,"Portugal - Serra de Santo António",10,"55_inaturalist_8431"
"84321","Bombus terrestris",39.4172970798,-8.9200647173,NA,2012,4,15,"francisco100","francisco100",NA,NA,"Portugal - Alcobertas",10,"55_inaturalist_8432"
"84351","Bombus terrestris",39.4612365084,-8.7529153392,NA,2012,4,5,"francisco100","francisco100",NA,NA,"Portugal - Abrã",10,"55_inaturalist_8435"
"84361","Bombus vestalis",39.4613793943,-8.7527731821,NA,2012,4,5,"francisco100","francisco100",NA,NA,"Portugal - Abrã",10,"55_inaturalist_8436"
"84371","Bombus vestalis",39.4613462613,-8.752566652,NA,2012,4,5,"francisco100","francisco100",NA,NA,"Portugal - Abrã",10,"55_inaturalist_8437"
"84381","Apis mellifera",39.4481399593,-8.9215399322,NA,2012,4,4,"francisco100","francisco100",NA,NA,"Portugal - Turquel",10,"55_inaturalist_8438"
"84391","Bombus terrestris",39.447974263,-8.920509964,NA,2012,4,4,"francisco100","francisco100",NA,NA,"Portugal - Turquel",10,"55_inaturalist_8439"
"84411","Bombus vestalis",39.4633657699,-8.9149819312,NA,2012,4,4,"francisco100","francisco100",NA,NA,"Portugal - Turquel",10,"55_inaturalist_8441"
"84421","Bombus vestalis",39.4634817318,-8.9142255482,NA,2012,4,4,"francisco100","francisco100",NA,NA,"Portugal - Turquel",10,"55_inaturalist_8442"
"84431","Bombus vestalis",39.4633057182,-8.9135710893,NA,2012,4,4,"francisco100","francisco100",NA,NA,"Portugal - Turquel",10,"55_inaturalist_8443"
"84441","Bombus vestalis",39.4646040667,-8.9051918683,NA,2012,4,4,"francisco100","francisco100",NA,NA,"Portugal - Turquel",10,"55_inaturalist_8444"
"84471","Apis mellifera",39.3726422764,-8.9560680524,NA,2012,1,30,"francisco100","francisco100",NA,NA,"Portugal - Rio Maior",100,"55_inaturalist_8447"
"84481","Bombus terrestris",39.4341133263,-8.0296324142,NA,2011,12,22,"francisco100","francisco100",NA,NA,"Portugal - Alvega",10,"55_inaturalist_8448"
"84491","Bombus terrestris",39.4454045924,-8.0496496438,NA,2011,12,22,"francisco100","francisco100",NA,NA,"Portugal - Alvega",10,"55_inaturalist_8449"
"84501","Apis mellifera",39.4192783322,-8.3742394488,NA,2011,12,14,"francisco100","francisco100",NA,NA,"Portugal - Carregueira",10,"55_inaturalist_8450"
"84531","Apis mellifera",39.5028542797,-8.8252114366,NA,2011,7,31,"francisco100","francisco100",NA,NA,"Portugal - Mendiga",10,"55_inaturalist_8453"
"84541","Xylocopa violacea",41.1844869038,-7.52428566,NA,2011,7,19,"francisco100","francisco100",NA,NA,"Portugal - Pinhão",10,"55_inaturalist_8454"
"84551","Bombus pascuorum",39.3995504133,-8.9436869756,NA,2011,7,12,"francisco100","francisco100",NA,NA,"Portugal - Benedita",10,"55_inaturalist_8455"
"84581","Bombus pascuorum",39.3995504133,-8.9436869756,NA,2011,7,12,"francisco100","francisco100",NA,NA,"Portugal - Benedita",10,"55_inaturalist_8458"
"84591","Apis mellifera",39.4896408672,-8.8361548494,NA,2011,7,10,"francisco100","francisco100",NA,NA,"Portugal - Mendiga",100,"55_inaturalist_8459"
"84611","Bombus terrestris lusitanicus",39.1999871431,-8.9561824211,NA,2011,5,12,"francisco100","francisco100",NA,NA,"Portugal - Alcoentre",10,"55_inaturalist_8461"
"84631","Xylocopa violacea",39.3356608402,-8.9436780082,NA,2011,5,10,"francisco100","francisco100",NA,NA,"Portugal - Rio Maior",100,"55_inaturalist_8463"
"84641","Bombus terrestris",39.461320857,-8.752856515,NA,2011,5,5,"francisco100","francisco100",NA,NA,"Portugal - Abrã",10,"55_inaturalist_8464"
"84651","Bombus terrestris",39.5831450381,-8.819980128,NA,2011,5,3,"francisco100","francisco100",NA,NA,"Portugal - Porto de Mós (São João Baptista)",10,"55_inaturalist_8465"
"84661","Bombus terrestris",39.5831450381,-8.819980128,NA,2011,5,3,"francisco100","francisco100",NA,NA,"Portugal - Porto de Mós (São João Baptista)",10,"55_inaturalist_8466"
"84671","Bombus terrestris",39.5831450381,-8.819980128,NA,2011,5,3,"francisco100","francisco100",NA,NA,"Portugal - Porto de Mós (São João Baptista)",10,"55_inaturalist_8467"
"84691","Bombus terrestris",39.4176451949,-8.919919878,NA,2011,4,28,"francisco100","francisco100",NA,NA,"Portugal - Alcobertas",100,"55_inaturalist_8469"
"84711","Bombus vestalis",39.425800537,-8.924039751,NA,2011,4,25,"francisco100","francisco100",NA,NA,"Portugal - Alcobertas",100,"55_inaturalist_8471"
"84741","Bombus terrestris",39.4173550991,-8.9196838436,NA,2011,4,25,"francisco100","francisco100",NA,NA,"Portugal - Alcobertas",10,"55_inaturalist_8474"
"84781","Bombus pascuorum",39.4604513118,-8.7520002261,NA,2011,4,8,"francisco100","francisco100",NA,NA,"Portugal - Abrã",10,"55_inaturalist_8478"
"84791","Bombus terrestris",39.4440826915,-8.9130630534,NA,2011,4,5,"francisco100","francisco100",NA,NA,"Portugal - Alcobertas",10,"55_inaturalist_8479"
"84801","Bombus terrestris",39.4474630077,-8.9188137095,NA,2011,4,5,"francisco100","francisco100",NA,NA,"Portugal - Turquel",10,"55_inaturalist_8480"
"84811","Bombus terrestris",39.50221995,-8.89660884,NA,2011,4,1,"francisco100","francisco100",NA,NA,"Portugal - Aljubarrota (Prazeres)",10,"55_inaturalist_8481"
"84821","Apis mellifera",39.5009285111,-8.8963728086,NA,2011,4,1,"francisco100","francisco100",NA,NA,"Portugal - Évora de Alcobaça",10,"55_inaturalist_8482"
"84831","Apis mellifera",39.4550337951,-8.908582224,NA,2011,4,1,"francisco100","francisco100",NA,NA,"Portugal - Alcobertas",10,"55_inaturalist_8483"
"84841","Apis mellifera",39.4616845851,-8.7538316114,NA,2011,4,1,"francisco100","francisco100",NA,NA,"Portugal - Abrã",100,"55_inaturalist_8484"
"84861","Eucera longicornis",39.3350447376,-8.9415197507,NA,2011,3,27,"francisco100","francisco100",NA,NA,"Portugal - Rio Maior",100,"55_inaturalist_8486"
"84901","Anthophora plumipes",39.33650521,-8.94967367,NA,2011,3,25,"francisco100","francisco100",NA,NA,"Portugal - Rio Maior",10,"55_inaturalist_8490"
"84911","Eucera longicornis",39.3372686324,-8.9442234174,NA,2011,3,25,"francisco100","francisco100",NA,NA,"Portugal - Rio Maior",100,"55_inaturalist_8491"
"84931","Thyreus histrionicus",39.1451999033,-9.0136759536,NA,2011,3,24,"francisco100","francisco100",NA,NA,"Portugal - Abrigada",10,"55_inaturalist_8493"
"84941","Apis mellifera",39.1822480793,-9.0486681461,NA,2011,3,19,"francisco100","francisco100",NA,NA,"Portugal - Estação da Biodiversidade - Montejunto",10,"55_inaturalist_8494"
"84961","Bombus terrestris",39.1827304261,-9.0425097942,NA,2011,3,19,"francisco100","francisco100",NA,NA,"Portugal - Estação da Biodiversidade - Montejunto",10,"55_inaturalist_8496"
"84981","Bombus pascuorum",39.1813166416,-9.0436470509,NA,2011,3,19,"francisco100","francisco100",NA,NA,"Portugal - Estação da Biodiversidade - Montejunto",10,"55_inaturalist_8498"
"84991","Xylocopa violacea",39.3352936846,-8.9441590444,NA,2011,3,18,"francisco100","francisco100",NA,NA,"Portugal - Rio Maior",10,"55_inaturalist_8499"
"85011","Ceratina cucurbitina",39.3352936846,-8.9441590444,NA,2011,3,18,"francisco100","francisco100",NA,NA,"Portugal - Rio Maior",10,"55_inaturalist_8501"
"85021","Bombus terrestris",39.5275284006,-8.815525262,NA,2011,3,12,"francisco100","francisco100",NA,NA,"Portugal - São Bento",10,"55_inaturalist_8502"
"85031","Bombus terrestris",39.5300275125,-8.814023225,NA,2011,3,12,"francisco100","francisco100",NA,NA,"Portugal - São Bento",10,"55_inaturalist_8503"
"85041","Xylocopa violacea",39.3354098595,-8.9443628922,NA,2011,3,10,"francisco100","francisco100",NA,NA,"Portugal - Rio Maior",10,"55_inaturalist_8504"
"85061","Apis mellifera",39.3405877467,-8.9393954412,NA,2011,3,4,"francisco100","francisco100",NA,NA,"Portugal - Rio Maior",10,"55_inaturalist_8506"
"85071","Bombus terrestris",39.4179116423,-8.9193539754,NA,2011,3,3,"francisco100","francisco100",NA,NA,"Portugal - Alcobertas",100,"55_inaturalist_8507"
"85091","Apis mellifera",39.5412000252,-8.8112259858,NA,2011,3,2,"francisco100","francisco100",NA,NA,"Portugal - Serro Ventoso",10,"55_inaturalist_8509"
"85101","Bombus pascuorum",39.3449438451,-8.9659654037,NA,2011,2,23,"francisco100","francisco100",NA,NA,"Portugal - Rio Maior",10,"55_inaturalist_8510"
"85111","Bombus pascuorum",39.3432180329,-8.9656435386,NA,2011,2,23,"francisco100","francisco100",NA,NA,"Portugal - Rio Maior",10,"55_inaturalist_8511"
"85121","Xylocopa violacea",39.344163916,-8.9656649962,NA,2011,2,23,"francisco100","francisco100",NA,NA,"Portugal - Rio Maior",10,"55_inaturalist_8512"
"85131","Xylocopa violacea",39.3449770334,-8.9661585227,NA,2011,2,23,"francisco100","francisco100",NA,NA,"Portugal - Rio Maior",10,"55_inaturalist_8513"
"85141","Xylocopa violacea",39.3366379828,-8.9422814981,NA,2011,2,23,"francisco100","francisco100",NA,NA,"Portugal - Rio Maior",10,"55_inaturalist_8514"
"85161","Bombus lucorum",39.3366379828,-8.9422814981,NA,2011,2,23,"francisco100","francisco100",NA,NA,"Portugal - Rio Maior",10,"55_inaturalist_8516"
"85171","Apis mellifera",39.4455321194,-8.7094235362,NA,2011,2,22,"francisco100","francisco100",NA,NA,"Portugal - Louriceira",10,"55_inaturalist_8517"
"85181","Bombus terrestris",39.44554705,-8.7094356878,NA,2011,2,22,"francisco100","francisco100",NA,NA,"Portugal - Louriceira",10,"55_inaturalist_8518"
"85191","Apis mellifera",39.44554705,-8.7094356878,NA,2011,2,22,"francisco100","francisco100",NA,NA,"Portugal - Louriceira",10,"55_inaturalist_8519"
"85201","Apis mellifera",39.44554705,-8.7094356878,NA,2011,2,22,"francisco100","francisco100",NA,NA,"Portugal - Louriceira",10,"55_inaturalist_8520"
"85221","Bombus terrestris",39.3365715984,-8.9425711766,NA,2011,2,17,"francisco100","francisco100",NA,NA,"Portugal - Rio Maior",10,"55_inaturalist_8522"
"85231","Apis mellifera",39.4327297307,-8.9199118749,NA,2011,2,12,"francisco100","francisco100",NA,NA,"Portugal - Alcobertas",10,"55_inaturalist_8523"
"85241","Bombus terrestris lusitanicus",39.43272973,-8.91991187,NA,2011,2,12,"francisco100","francisco100",NA,NA,"Portugal - Alcobertas",10,"55_inaturalist_8524"
"85251","Bombus terrestris",39.3440062697,-8.9761309758,NA,2011,2,10,"francisco100","francisco100",NA,NA,"Portugal - Rio Maior",10,"55_inaturalist_8525"
"85261","Apis mellifera",39.4618618909,-8.7534920141,NA,2011,2,9,"francisco100","francisco100",NA,NA,"Portugal - Abrã",10,"55_inaturalist_8526"
"85271","Bombus terrestris",39.3365881945,-8.9426355496,NA,2011,2,9,"francisco100","francisco100",NA,NA,"Portugal - Rio Maior",10,"55_inaturalist_8527"
"85291","Bombus terrestris",39.3364637234,-8.9425443545,NA,2011,2,7,"francisco100","francisco100",NA,NA,"Portugal - Rio Maior",10,"55_inaturalist_8529"
"85301","Bombus terrestris",39.3450102217,-8.9658044711,NA,2011,2,7,"francisco100","francisco100",NA,NA,"Portugal - Rio Maior",10,"55_inaturalist_8530"
"85311","Xylocopa violacea",39.3450102217,-8.9658044711,NA,2011,2,7,"francisco100","francisco100",NA,NA,"Portugal - Rio Maior",10,"55_inaturalist_8531"
"85321","Apis mellifera",39.3450102217,-8.9658044711,NA,2011,2,7,"francisco100","francisco100",NA,NA,"Portugal - Rio Maior",10,"55_inaturalist_8532"
"85331","Bombus terrestris",39.3365881945,-8.9425926343,NA,2011,2,6,"francisco100","francisco100",NA,NA,"Portugal - Rio Maior",10,"55_inaturalist_8533"
"85341","Apis mellifera",39.3430603845,-8.96355678,NA,2011,2,5,"francisco100","francisco100",NA,NA,"Portugal - Rio Maior",10,"55_inaturalist_8534"
"85351","Bombus terrestris",39.4329037499,-8.9087324277,NA,2011,2,2,"francisco100","francisco100",NA,NA,"Portugal - Alcobertas",10,"55_inaturalist_8535"
"85361","Bombus terrestris",39.1455909768,-9.0134077327,NA,2011,1,21,"francisco100","francisco100",NA,NA,"Portugal - Abrigada",10,"55_inaturalist_8536"
"85371","Apis mellifera",39.216473234,-8.9892419372,NA,2011,1,19,"francisco100","francisco100",NA,NA,"Portugal - Alcoentre",10,"55_inaturalist_8537"
"85381","Apis mellifera",39.194375658,-9.0011616741,NA,2011,1,17,"francisco100","francisco100",NA,NA,"Portugal - Alcoentre",10,"55_inaturalist_8538"
"85391","Apis mellifera",39.2103974534,-8.9973306656,NA,2010,12,14,"francisco100","francisco100",NA,NA,"Portugal - Cercal",10,"55_inaturalist_8539"
"85401","Apis mellifera",40.9689687461,-5.6701238081,NA,2018,7,27,"jorgitorp","jorgitorp",NA,NA,"Salamanca, ES-CL, ES",44,"55_inaturalist_8540"
"85411","Bombus terrestris",39.1872293982,-9.0309762955,NA,2010,10,2,"francisco100","francisco100",NA,NA,"Portugal - Lamas",999,"55_inaturalist_8541"
"85421","Bombus terrestris",39.1799943115,-9.0457820892,NA,2010,9,19,"francisco100","francisco100",NA,NA,"Portugal - Estação da Biodiversidade - Montejunto",999,"55_inaturalist_8542"
"85431","Apis mellifera",39.210493053,-8.9969497919,NA,2010,9,13,"francisco100","francisco100",NA,NA,"Portugal - Cercal",999,"55_inaturalist_8543"
"85441","Apis mellifera",39.4697275761,-8.8051128388,NA,2010,7,22,"francisco100","francisco100",NA,NA,"Portugal - Alcanede",999,"55_inaturalist_8544"
"85451","Bombus ruderatus",39.4843027883,-8.844165802,NA,2010,7,21,"francisco100","francisco100",NA,NA,"Portugal - Mendiga",1000,"55_inaturalist_8545"
"85461","Bombus terrestris",39.5091729705,-8.8342094421,NA,2010,7,5,"francisco100","francisco100",NA,NA,"Portugal - Mendiga",999,"55_inaturalist_8546"
"85481","Apis mellifera",41.05177,-8.643559,NA,2018,7,24,"ic_observing","ic_observing",NA,NA,"Arcozelo, Portugal",2917,"55_inaturalist_8548"
"85501","Xylocopa cantabrita",40.359173393,-7.4794846773,NA,2013,6,9,"fernandoromao","fernandoromao",NA,NA,"Portugal - Verdelhos",10,"55_inaturalist_8550"
"85521","Bombus terrestris",40.3249866667,-6.6471666667,NA,2018,6,21,"eduardorealinho","eduardorealinho",NA,NA,"Spain - Villasrubias",25,"55_inaturalist_8552"
"85531","Xylocopa violacea",40.3249866667,-6.6471666667,NA,2018,6,21,"eduardorealinho","eduardorealinho",NA,NA,"Spain - Villasrubias",25,"55_inaturalist_8553"
"85541","Xylocopa violacea",40.88102,-7.08458,NA,2018,5,7,"eduardorealinho","eduardorealinho",NA,NA,"Portugal - Quintã de Pêro Martins",25,"55_inaturalist_8554"
"85551","Xylocopa violacea",40.9416266667,-7.0113433333,NA,2018,4,9,"eduardorealinho","eduardorealinho",NA,NA,"Portugal - Vilar de Amargo",25,"55_inaturalist_8555"
"85561","Xylocopa violacea",40.94167,-7.01137833,NA,2018,3,22,"eduardorealinho","eduardorealinho",NA,NA,"Portugal - Vilar de Amargo",25,"55_inaturalist_8556"
"85571","Apis mellifera",38.70496416,-8.9861834,NA,2018,3,25,"bioblitz_simarsul","bioblitz_simarsul",NA,NA,"Portugal - Montijo",10,"55_inaturalist_8557"
"85581","Bombus terrestris",38.70496416,-8.9861834,NA,2018,3,25,"bioblitz_simarsul","bioblitz_simarsul",NA,NA,"Portugal - Montijo",10,"55_inaturalist_8558"
"85591","Xylocopa violacea",38.70496416,-8.9861834,NA,2018,3,25,"bioblitz_simarsul","bioblitz_simarsul",NA,NA,"Portugal - Montijo",10,"55_inaturalist_8559"
"85601","Bombus terrestris",38.61543873,-9.03751373,NA,2017,11,26,"bioblitz_simarsul","bioblitz_simarsul",NA,NA,"Portugal - Mata da Machada",10,"55_inaturalist_8560"
"85611","Apis mellifera",38.61543873,-9.03751373,NA,2017,11,26,"bioblitz_simarsul","bioblitz_simarsul",NA,NA,"Portugal - Mata da Machada",10,"55_inaturalist_8561"
"85621","Bombus terrestris",43.2669777339,-3.4619029675,NA,2018,7,22,"cuasor","cuasor",NA,NA,"39800, Ramales de la Victoria, Cantabria, ES",357,"55_inaturalist_8562"
"85641","Apis mellifera",38.4824084944,-9.1220919415,NA,2018,7,21,"joshuaah","joshuaah",NA,NA,"Rua do Pinhal de Cima 55, 2970, Portugal",11,"55_inaturalist_8564"
"85651","Anthophora plumipes",37.1524453822,-8.0713162459,NA,2011,2,6,"guyincognito","guyincognito",NA,NA,"8100 Loulé, Portugal",NA,"55_inaturalist_8565"
"85681","Bombus terrestris",43.2690149753,-3.4603551155,NA,2018,7,18,"cuasor","cuasor",NA,NA,"Barrio Veares, 109, Ramales de la Victoria, Cantabria, ES",251,"55_inaturalist_8568"
